,ID,subsystem
2130,r0445,Fatty acid oxidation
2131,r0446,Fatty acid oxidation
2132,r0450,Lysine metabolism
2133,r0451,Exchange
2134,r0456,Nucleotide interconversion
2135,r0463,Cholesterol metabolism
2136,r0464,Glutamate metabolism
2137,r0465,Exchange
2138,r0466,Exchange
2139,r0470,Nucleotide interconversion
2140,r0472,Nucleotide interconversion
2141,r0474,Nucleotide interconversion
2142,r0475,Nucleotide interconversion
2143,r0480,Glycerophospholipid metabolism
2144,r0483,Pyrimidine catabolism
2145,r0494,Pyrimidine catabolism
2146,r0497,Pyrimidine catabolism
2147,r0502,Purine catabolism
2148,r0504,Purine catabolism
2149,r0510,Exchange
2150,r0511,Exchange
2151,r0512,Folate metabolism
2152,r0514,Folate metabolism
2153,r0517,Exchange
2154,r0522,Folate metabolism
2155,r0523,Folate metabolism
2156,r0525,Lysine metabolism
2157,r0527,NAD metabolism
2158,r0531,Nucleotide interconversion
2159,r0537,Glycerophospholipid metabolism
2160,r0539,Taurine and hypotaurine metabolism
2161,r0541,Tryptophan metabolism
2162,r0545,Phenylalanine metabolism
2163,r0546,Exchange
2164,r0547,Phenylalanine metabolism
2165,r0548,Exchange
2166,r0549,Glutamate metabolism
2167,r0552,"Glycine, serine, alanine and threonine metabolism"
2168,r0553,"Glycine, serine, alanine and threonine metabolism"
2169,r0555,Exchange
2170,r0556,Exchange
2171,r0557,Exchange
2172,r0558,Exchange
2173,r0559,Exchange
2174,r0560,"Valine, leucine, and isoleucine metabolism"
2175,r0568,Glutathione metabolism
2176,r0570,Pentose phosphate pathway
2177,r0571,"Valine, leucine, and isoleucine metabolism"
2178,r0573,Bile acid synthesis
2179,r0575,Cholesterol metabolism
2180,r0578,CoA synthesis
2181,r0579,CoA synthesis
2182,r0580,CoA synthesis
2183,r0584,NAD metabolism
2184,r0587,Exchange
2185,r0590,CoA synthesis
2186,r0591,CoA synthesis
2187,r0594,Lysine metabolism
2188,r0595,Cysteine Metabolism
2189,r0596,CoA synthesis
2190,r0598,Exchange
2191,r0603,"Valine, leucine, and isoleucine metabolism"
2192,r0604,Exchange
2193,r0610,Exchange
2194,r0611,Exchange
2195,r0614,CoA synthesis
2196,r0615,Arginine and Proline Metabolism
2197,r0616,Arginine and Proline Metabolism
2198,r0617,Arginine and Proline Metabolism
2199,r0618,Arginine and Proline Metabolism
2200,r0620,Exchange
2201,r0626,Bile acid synthesis
2202,r0627,Exchange
2203,r0629,Bile acid synthesis
2204,r0630,Bile acid synthesis
2205,r0633,Fatty acid oxidation
2206,r0634,Fatty acid oxidation
2207,r0636,Fatty acid oxidation
2208,r0637,Fatty acid oxidation
2209,r0638,Fatty acid oxidation
2210,r0639,Fatty acid oxidation
2211,r0641,Fatty acid oxidation
2212,r0642,Exchange
2213,r0643,"Valine, leucine, and isoleucine metabolism"
2214,r0644,Exchange
2215,r0645,Tryptophan metabolism
2216,r0647,Tryptophan metabolism
2217,r0648,Exchange
2218,r0649,Exchange
2219,r0650,Bile acid synthesis
2220,r0651,Bile acid synthesis
2221,r0652,Fatty acid oxidation
2222,r0653,Fatty acid oxidation
2223,r0655,"Valine, leucine, and isoleucine metabolism"
2224,r0656,Exchange
2225,r0660,Fatty acid oxidation
2226,r0661,Fatty acid oxidation
2227,r0666,Purine synthesis
2228,r0668,Exchange
2229,r0669,"Valine, leucine, and isoleucine metabolism"
2230,r0670,Exchange
2231,r0671,CoA synthesis
2232,r0672,Bile acid synthesis
2233,r0673,Tetrahydrobiopterin metabolism
2234,r0678,Fatty acid synthesis
2235,r0679,CoA catabolism
2236,r0680,CoA catabolism
2237,r0681,Fatty acid synthesis
2238,r0682,Fatty acid synthesis
2239,r0683,Exchange
2240,r0686,Arginine and Proline Metabolism
2241,r0688,Bile acid synthesis
2242,r0691,Fatty acid synthesis
2243,r0692,Fatty acid synthesis
2244,r0693,Fatty acid synthesis
2245,r0694,Fatty acid synthesis
2246,r0695,Fatty acid synthesis
2247,r0696,Fatty acid synthesis
2248,r0697,Fatty acid synthesis
2249,r0698,Bile acid synthesis
2250,r0706,Bile acid synthesis
2251,r0707,Exchange
2252,r0708,Tetrahydrobiopterin metabolism
2253,r0709,Tetrahydrobiopterin metabolism
2254,r0712,Fatty acid synthesis
2255,r0713,Fatty acid synthesis
2256,r0714,Fatty acid oxidation
2257,r0715,Fatty acid oxidation
2258,r0716,Exchange
2259,r0717,Fatty acid oxidation
2260,r0718,Fatty acid oxidation
2261,r0719,Fatty acid oxidation
2262,r0720,Fatty acid oxidation
2263,r0721,Fatty acid oxidation
2264,r0722,Fatty acid oxidation
2265,r0723,Fatty acid oxidation
2266,r0724,Fatty acid oxidation
2267,r0726,Fatty acid oxidation
2268,r0727,Fatty acid oxidation
2269,r0728,Fatty acid oxidation
2270,r0729,Fatty acid oxidation
2271,r0730,Fatty acid oxidation
2272,r0731,Fatty acid oxidation
2273,r0732,Fatty acid oxidation
2274,r0733,Fatty acid oxidation
2275,r0734,Fatty acid oxidation
2276,r0735,Fatty acid oxidation
2277,r0737,Exchange
2278,r0739,Bile acid synthesis
2279,r0741,Bile acid synthesis
2280,r0743,Bile acid synthesis
2281,r0744,Bile acid synthesis
2282,r0747,Bile acid synthesis
2283,r0750,Bile acid synthesis
2284,r0752,Exchange
2285,r0753,Exchange
2286,r0754,Exchange
2287,r0755,Exchange
2288,r0756,Exchange
2289,r0757,Exchange
2290,r0758,Tryptophan metabolism
2291,r0760,Fatty acid synthesis
2292,r0761,Fatty acid synthesis
2293,r0762,Fatty acid synthesis
2294,r0763,Fatty acid synthesis
2295,r0764,Fatty acid synthesis
2296,r0765,Fatty acid synthesis
2297,r0766,Fatty acid synthesis
2298,r0767,Fatty acid synthesis
2299,r0768,Fatty acid synthesis
2300,r0769,Fatty acid synthesis
2301,r0770,Fatty acid synthesis
2302,r0772,Fatty acid synthesis
2303,r0773,Fatty acid synthesis
2304,r0774,Exchange
2305,r0775,Exchange
2306,r0776,Tetrahydrobiopterin metabolism
2307,r0777,Tetrahydrobiopterin metabolism
2308,r0778,Tetrahydrobiopterin metabolism
2309,r0779,Exchange
2310,r0781,Cholesterol metabolism
2311,r0782,Aminosugar metabolism
2312,r0783,Cholesterol metabolism
2313,r0784,Pentose phosphate pathway
2314,r0786,Sphingolipid metabolism
2315,r0787,Sphingolipid metabolism
2316,r0788,Sphingolipid metabolism
2317,r0789,Sphingolipid metabolism
2318,r0791,Fatty acid oxidation
2319,r0792,Folate metabolism
2320,r0795,Exchange
2321,r0796,Pentose phosphate pathway
2322,r0797,Bile acid synthesis
2323,r0800,Exchange
2324,r1109,Exchange
2325,r1135,Exchange
2326,r1146,"Transport, mitochondrial"
2327,r1154,Propanoate metabolism
2328,r1156,Nucleotide interconversion
2329,r1164,Exchange
2330,r1165,Exchange
2331,r1166,Exchange
2332,r1167,Exchange
2333,r1168,Exchange
2334,r1169,Exchange
2335,r1170,Exchange
2336,r1171,Exchange
2337,r1172,Exchange
2338,r1173,Exchange
2339,r1174,Exchange
2340,r1175,Exchange
2341,r1176,Exchange
2342,r1177,Exchange
2343,r1178,Exchange
2344,r1179,Exchange
2345,r1180,Exchange
2346,r1181,Exchange
2347,r1182,Exchange
2348,r1183,Exchange
2349,r1184,Exchange
2350,r1251,Fatty acid oxidation
2351,r1253,Fatty acid oxidation
2352,r1254,Fatty acid oxidation
2353,r1255,Fatty acid oxidation
2354,r1257,Fatty acid oxidation
2355,r1259,Fatty acid oxidation
2356,r1260,Fatty acid oxidation
2357,r1262,Fatty acid oxidation
2358,r1313,Fatty acid synthesis
2359,r1315,Fatty acid synthesis
2360,r1316,Fatty acid synthesis
2361,r1321,Exchange
2362,r1322,Exchange
2363,r1323,Exchange
2364,r1324,Exchange
2365,r1325,Exchange
2366,r1326,Exchange
2367,r1327,Exchange
2368,r1328,Exchange
2369,r1329,Exchange
2370,r1332,Exchange
2371,r1374,Aminosugar metabolism
2372,r1377,Exchange
2373,r1378,Exchange
2374,r1380,Cholesterol metabolism
2375,r1382,Folate metabolism
2376,r1383,Folate metabolism
2377,r1384,Nucleotide interconversion
2378,r1386,Lysine metabolism
2379,r1391,Exchange
2380,r1392,Exchange
2381,r1411,Exchange
2382,r1418,Exchange
2383,r1431,Exchange
2384,r1432,Exchange
2385,r1443,Fatty acid oxidation
2386,r1444,Fatty acid oxidation
2387,r1445,Fatty acid oxidation
2388,r1446,Exchange
2389,r1447,Fatty acid oxidation
2390,r1448,Fatty acid oxidation
2391,r1449,Fatty acid oxidation
2392,r1450,Fatty acid oxidation
2393,r1451,Fatty acid oxidation
2394,r1457,Sphingolipid metabolism
2395,r1466,Exchange
2396,r1472,Fatty acid oxidation
2397,r1474,Fatty acid oxidation
2398,r1477,Fatty acid oxidation
2399,r1481,Fatty acid oxidation
2400,r1487,Fatty acid oxidation
2401,r1488,Fatty acid oxidation
2402,RE0066C,Glycerophospholipid metabolism
2403,RE0066M,Glycerophospholipid metabolism
2404,RE0066R,Glycerophospholipid metabolism
2405,RE0124C,Pentose phosphate pathway
2406,RE0344M,Fatty acid synthesis
2407,RE0344X,Fatty acid synthesis
2408,RE0383C,Miscellaneous
2409,RE0452M,Pyrimidine synthesis
2410,RE0452N,Pyrimidine synthesis
2411,RE0453C,Pyrimidine synthesis
2412,RE0453M,Pyrimidine synthesis
2413,RE0453N,Pyrimidine synthesis
2414,RE0456M,Pyrimidine synthesis
2415,RE0456N,Pyrimidine synthesis
2416,RE0512C,Fatty acid oxidation
2417,RE0512M,Fatty acid oxidation
2418,RE0512X,Fatty acid oxidation
2419,RE0549C,Tryptophan metabolism
2420,RE0565C,Fatty acid synthesis
2421,RE0566C,Fatty acid synthesis
2422,RE0567C,Fatty acid synthesis
2423,RE0568C,Fatty acid synthesis
2424,RE0569C,Fatty acid synthesis
2425,RE0569E,Fatty acid synthesis
2426,RE0570C,Fatty acid synthesis
2427,RE0571C,Fatty acid synthesis
2428,RE0572N,Fatty acid synthesis
2429,RE0573N,Fatty acid synthesis
2430,RE0574C,Fatty acid synthesis
2431,RE0575C,Fatty acid synthesis
2432,RE0576C,Fatty acid synthesis
2433,RE0577M,Fatty acid synthesis
2434,RE0577X,Fatty acid synthesis
2435,RE0578C,Fatty acid synthesis
2436,RE0578M,Fatty acid synthesis
2437,RE0578X,Fatty acid synthesis
2438,RE0579C,Fatty acid synthesis
2439,RE0579M,Fatty acid synthesis
2440,RE0579X,Fatty acid synthesis
2441,RE0580L,Fatty acid synthesis
2442,RE0580R,Fatty acid synthesis
2443,RE0581C,Fatty acid synthesis
2444,RE0581R,Fatty acid synthesis
2445,RE0582N,Fatty acid synthesis
2446,RE0583C,Fatty acid synthesis
2447,RE0583N,Fatty acid synthesis
2448,RE0688C,Urea cycle
2449,RE0688E,Urea cycle
2450,RE0688X,Urea cycle
2451,RE0689C,Urea cycle
2452,RE0689E,Urea cycle
2453,RE0689X,Urea cycle
2454,RE0690C,Urea cycle
2455,RE0690E,Urea cycle
2456,RE0690X,Urea cycle
2457,RE0691C,Urea cycle
2458,RE0702C,Miscellaneous
2459,RE0702E,Miscellaneous
2460,RE0702L,Miscellaneous
2461,RE0702M,Miscellaneous
2462,RE0702N,Miscellaneous
2463,RE0827C,Urea cycle
2464,RE0827E,Urea cycle
2465,RE0827X,Urea cycle
2466,RE0828C,Urea cycle
2467,RE0828E,Urea cycle
2468,RE0828X,Urea cycle
2469,RE0830C,Tetrahydrobiopterin metabolism
2470,RE0830N,Tetrahydrobiopterin metabolism
2471,RE0864C,Fructose and mannose metabolism
2472,RE0875C,Fructose and mannose metabolism
2473,RE0908C,Tyrosine metabolism
2474,RE0908G,Tyrosine metabolism
2475,RE0908R,Tyrosine metabolism
2476,RE0912C,Tyrosine metabolism
2477,RE0915C,Starch and sucrose metabolism
2478,RE0915E,Starch and sucrose metabolism
2479,RE0916C,Tyrosine metabolism
2480,RE0916G,Tyrosine metabolism
2481,RE0916R,Tyrosine metabolism
2482,RE0918C,Tyrosine metabolism
2483,RE0918G,Tyrosine metabolism
2484,RE0918R,Tyrosine metabolism
2485,RE0919C,Tyrosine metabolism
2486,RE0919R,Tyrosine metabolism
2487,RE0920C,Tyrosine metabolism
2488,RE0920R,Tyrosine metabolism
2489,RE0921C,Tyrosine metabolism
2490,RE0921R,Tyrosine metabolism
2491,RE0922C,Tyrosine metabolism
2492,RE0922R,Tyrosine metabolism
2493,RE0923C,Tyrosine metabolism
2494,RE0923R,Tyrosine metabolism
2495,RE0924C,Tyrosine metabolism
2496,RE0924R,Tyrosine metabolism
2497,RE0925C,Tyrosine metabolism
2498,RE0925R,Tyrosine metabolism
2499,RE0926C,Starch and sucrose metabolism
2500,RE0926E,Starch and sucrose metabolism
2501,RE0927C,Tyrosine metabolism
2502,RE0927R,Tyrosine metabolism
2503,RE0928C,Tyrosine metabolism
2504,RE0928R,Tyrosine metabolism
2505,RE0935C,Starch and sucrose metabolism
2506,RE0935E,Starch and sucrose metabolism
2507,RE0936C,Miscellaneous
2508,RE0936E,Miscellaneous
2509,RE0937C,Miscellaneous
2510,RE0937E,Miscellaneous
2511,RE0938C,Miscellaneous
2512,RE0938E,Miscellaneous
2513,RE0944C,Starch and sucrose metabolism
2514,RE0944E,Starch and sucrose metabolism
2515,RE0958C,Starch and sucrose metabolism
2516,RE0958E,Starch and sucrose metabolism
2517,RE1050C,Miscellaneous
2518,RE1050E,Miscellaneous
2519,RE1050L,Miscellaneous
2520,RE1050N,Miscellaneous
2521,RE1062C,Miscellaneous
2522,RE1062M,Miscellaneous
2523,RE1063C,Miscellaneous
2524,RE1064C,Miscellaneous
2525,RE1077C,Eicosanoid metabolism
2526,RE1096C,Steroid metabolism
2527,RE1096M,Steroid metabolism
2528,RE1096R,Steroid metabolism
2529,RE1099C,Steroid metabolism
2530,RE1099G,Steroid metabolism
2531,RE1099L,Steroid metabolism
2532,RE1099R,Steroid metabolism
2533,RE1100C,Steroid metabolism
2534,RE1100G,Steroid metabolism
2535,RE1100L,Steroid metabolism
2536,RE1100R,Steroid metabolism
2537,RE1134C,Steroid metabolism
2538,RE1134M,Steroid metabolism
2539,RE1134R,Steroid metabolism
2540,RE1135C,Steroid metabolism
2541,RE1135G,Steroid metabolism
2542,RE1135L,Steroid metabolism
2543,RE1135R,Steroid metabolism
2544,RE1233C,Tryptophan metabolism
2545,RE1233M,Tryptophan metabolism
2546,RE1234C,Urea cycle
2547,RE1235C,Urea cycle
2548,RE1236C,Urea cycle
2549,RE1238X,Urea cycle
2550,RE1240C,Urea cycle
2551,RE1254C,Lysine metabolism
2552,RE1266C,"Valine, leucine, and isoleucine metabolism"
2553,RE1303C,Vitamin D metabolism
2554,RE1308C,Vitamin D metabolism
2555,RE1308M,Vitamin D metabolism
2556,RE1309C,Vitamin D metabolism
2557,RE1309M,Vitamin D metabolism
2558,RE1310C,Vitamin D metabolism
2559,RE1310M,Vitamin D metabolism
2560,RE1311C,Vitamin D metabolism
2561,RE1311M,Vitamin D metabolism
2562,RE1317C,Miscellaneous
2563,RE1441G,Phosphatidylinositol phosphate metabolism
2564,RE1441R,Phosphatidylinositol phosphate metabolism
2565,RE1447M,Phosphatidylinositol phosphate metabolism
2566,RE1447N,Phosphatidylinositol phosphate metabolism
2567,RE1448N,Phosphatidylinositol phosphate metabolism
2568,RE1448R,Phosphatidylinositol phosphate metabolism
2569,RE1473C,Alanine and aspartate metabolism
2570,RE1508C,Fructose and mannose metabolism
2571,RE1514M,Fatty acid oxidation
2572,RE1514X,Fatty acid oxidation
2573,RE1516M,Fatty acid oxidation
2574,RE1516X,Fatty acid oxidation
2575,RE1517M,Fatty acid oxidation
2576,RE1517X,Fatty acid oxidation
2577,RE1518M,Fatty acid oxidation
2578,RE1518X,Fatty acid oxidation
2579,RE1519X,Fatty acid oxidation
2580,RE1520M,Fatty acid oxidation
2581,RE1520X,Fatty acid oxidation
2582,RE1521M,Fatty acid oxidation
2583,RE1521X,Fatty acid oxidation
2584,RE1522M,Fatty acid oxidation
2585,RE1522X,Fatty acid oxidation
2586,RE1523M,Fatty acid oxidation
2587,RE1523X,Fatty acid oxidation
2588,RE1525C,Fatty acid oxidation
2589,RE1525M,Fatty acid oxidation
2590,RE1525X,Fatty acid oxidation
2591,RE1526C,Fatty acid oxidation
2592,RE1526M,Fatty acid oxidation
2593,RE1526X,Fatty acid oxidation
2594,RE1527C,Fatty acid oxidation
2595,RE1527M,Fatty acid oxidation
2596,RE1527X,Fatty acid oxidation
2597,RE1530C,Pyrimidine synthesis
2598,RE1530M,Pyrimidine synthesis
2599,RE1531M,Fatty acid oxidation
2600,RE1531X,Fatty acid oxidation
2601,RE1532M,Fatty acid oxidation
2602,RE1532X,Fatty acid oxidation
2603,RE1533M,Fatty acid oxidation
2604,RE1533X,Fatty acid oxidation
2605,RE1534M,Fatty acid oxidation
2606,RE1534X,Fatty acid oxidation
2607,RE1537C,Urea cycle
2608,RE1537X,Urea cycle
2609,RE1538C,Urea cycle
2610,RE1538X,Urea cycle
2611,RE1539C,Urea cycle
2612,RE1539X,Urea cycle
2613,RE1573M,Fatty acid oxidation
2614,RE1573X,Fatty acid oxidation
2615,RE1582C,Androgen and estrogen synthesis and metabolism
2616,RE1582L,Androgen and estrogen synthesis and metabolism
2617,RE1582R,Androgen and estrogen synthesis and metabolism
2618,RE1587C,Androgen and estrogen synthesis and metabolism
2619,RE1587L,Androgen and estrogen synthesis and metabolism
2620,RE1587R,Androgen and estrogen synthesis and metabolism
2621,RE1627C,Androgen and estrogen synthesis and metabolism
2622,RE1628C,Androgen and estrogen synthesis and metabolism
2623,RE1629C,Androgen and estrogen synthesis and metabolism
2624,RE1630C,Androgen and estrogen synthesis and metabolism
2625,RE1630R,Androgen and estrogen synthesis and metabolism
2626,RE1631C,Androgen and estrogen synthesis and metabolism
2627,RE1632C,Androgen and estrogen synthesis and metabolism
2628,RE1632R,Androgen and estrogen synthesis and metabolism
2629,RE1635C,Androgen and estrogen synthesis and metabolism
2630,RE1635M,Androgen and estrogen synthesis and metabolism
2631,RE1635R,Androgen and estrogen synthesis and metabolism
2632,RE1635X,Androgen and estrogen synthesis and metabolism
2633,RE1651C,Tyrosine metabolism
2634,RE1653C,Tyrosine metabolism
2635,RE1691M,Miscellaneous
2636,RE1699C,Androgen and estrogen synthesis and metabolism
2637,RE1700C,Androgen and estrogen synthesis and metabolism
2638,RE1701C,Androgen and estrogen synthesis and metabolism
2639,RE1702C,Androgen and estrogen synthesis and metabolism
2640,RE1709C,Tetrahydrobiopterin metabolism
2641,RE1709N,Tetrahydrobiopterin metabolism
2642,RE1711C,Tryptophan metabolism
2643,RE1711M,Tryptophan metabolism
2644,RE1796C,Bile acid synthesis
2645,RE1796M,Bile acid synthesis
2646,RE1796R,Bile acid synthesis
2647,RE1803C,Bile acid synthesis
2648,RE1804C,Bile acid synthesis
2649,RE1804M,Bile acid synthesis
2650,RE1806C,Bile acid synthesis
2651,RE1806R,Bile acid synthesis
2652,RE1807C,Bile acid synthesis
2653,RE1807M,Bile acid synthesis
2654,RE1808R,Bile acid synthesis
2655,RE1809C,Bile acid synthesis
2656,RE1809R,Bile acid synthesis
2657,RE1810M,Bile acid synthesis
2658,RE1811C,Bile acid synthesis
2659,RE1811R,Bile acid synthesis
2660,RE1812C,Bile acid synthesis
2661,RE1812R,Bile acid synthesis
2662,RE1815C,Androgen and estrogen synthesis and metabolism
2663,RE1815M,Androgen and estrogen synthesis and metabolism
2664,RE1815R,Androgen and estrogen synthesis and metabolism
2665,RE1815X,Androgen and estrogen synthesis and metabolism
2666,RE1816C,Androgen and estrogen synthesis and metabolism
2667,RE1816M,Androgen and estrogen synthesis and metabolism
2668,RE1816R,Androgen and estrogen synthesis and metabolism
2669,RE1816X,Androgen and estrogen synthesis and metabolism
2670,RE1817C,Androgen and estrogen synthesis and metabolism
2671,RE1817M,Androgen and estrogen synthesis and metabolism
2672,RE1817R,Androgen and estrogen synthesis and metabolism
2673,RE1817X,Androgen and estrogen synthesis and metabolism
2674,RE1818C,Eicosanoid metabolism
2675,RE1818M,Eicosanoid metabolism
2676,RE1818R,Eicosanoid metabolism
2677,RE1818X,Eicosanoid metabolism
2678,RE1819C,Eicosanoid metabolism
2679,RE1819M,Eicosanoid metabolism
2680,RE1819X,Eicosanoid metabolism
2681,RE1826C,Bile acid synthesis
2682,RE1826M,Bile acid synthesis
2683,RE1827C,Bile acid synthesis
2684,RE1827M,Bile acid synthesis
2685,RE1828C,Bile acid synthesis
2686,RE1828M,Bile acid synthesis
2687,RE1829C,Bile acid synthesis
2688,RE1829M,Bile acid synthesis
2689,RE1830C,Bile acid synthesis
2690,RE1830M,Bile acid synthesis
2691,RE1834C,Bile acid synthesis
2692,RE1834M,Bile acid synthesis
2693,RE1834X,Bile acid synthesis
2694,RE1835C,Bile acid synthesis
2695,RE1835M,Bile acid synthesis
2696,RE1835X,Bile acid synthesis
2697,RE1836C,Bile acid synthesis
2698,RE1836M,Bile acid synthesis
2699,RE1845C,Bile acid synthesis
2700,BAAT5x,Bile acid synthesis
2701,RE1846C,Bile acid synthesis
2702,RE1846X,Bile acid synthesis
2703,RE1860C,Miscellaneous
2704,RE1860E,Miscellaneous
2705,RE1897C,Urea cycle
2706,RE1898C,Urea cycle
2707,RE1899C,Urea cycle
2708,RE1901R,Vitamin A metabolism
2709,RE1903R,Vitamin A metabolism
2710,RE1904C,Vitamin A metabolism
2711,RE1904R,Vitamin A metabolism
2712,RE1905C,Vitamin A metabolism
2713,RE1905R,Vitamin A metabolism
2714,RE1906C,Vitamin A metabolism
2715,RE1906R,Vitamin A metabolism
2716,RE1907C,Vitamin A metabolism
2717,RE1915C,Tyrosine metabolism
2718,RE1916C,Tyrosine metabolism
2719,RE1916X,Tyrosine metabolism
2720,RE1917C,Tyrosine metabolism
2721,RE1918C,Tyrosine metabolism
2722,RE1919C,Tyrosine metabolism
2723,RE1920C,Tyrosine metabolism
2724,RE1922C,Tyrosine metabolism
2725,RE1923C,Tyrosine metabolism
2726,RE1925C,Tyrosine metabolism
2727,RE1927C,Tyrosine metabolism
2728,RE1933C,Methionine and cysteine metabolism
2729,RE1938C,Vitamin A metabolism
2730,RE1938R,Vitamin A metabolism
2731,RE1941C,Vitamin A metabolism
2732,RE1941R,Vitamin A metabolism
2733,RE1942C,Vitamin A metabolism
2734,RE1942R,Vitamin A metabolism
2735,RE1943C,Vitamin A metabolism
2736,RE1943R,Vitamin A metabolism
2737,RE1944C,Lipoate metabolism
2738,RE1952C,Arachidonic acid metabolism
2739,RE1952R,Arachidonic acid metabolism
2740,RE1952X,Arachidonic acid metabolism
2741,RE1954C,Arachidonic acid metabolism
2742,RE1956C,Arachidonic acid metabolism
2743,RE1956R,Arachidonic acid metabolism
2744,RE1956X,Arachidonic acid metabolism
2745,RE1957G,Phosphatidylinositol phosphate metabolism
2746,RE1957R,Phosphatidylinositol phosphate metabolism
2747,RE1978C,Eicosanoid metabolism
2748,RE2026C,Miscellaneous
2749,RE2027C,Miscellaneous
2750,RE2028C,Miscellaneous
2751,RE2029C,Miscellaneous
2752,RE2030M,Methionine and cysteine metabolism
2753,RE2031M,Alanine and aspartate metabolism
